,tweet,language,mentions
49,rt govt medical colleges run understaffed delay neet pg counseling made worse final year pg,en,"[{'screen_name': 'theskindoctor13', 'name': 'the skin doctor', 'id': '797720168713441280'}]"
50,ab madarsachaap ko pasand nahi hai cares,hi,[]
51,innocent found guilty time modi opponents power modi,en,[]
52,bhai samajh sakta hu tumhare dil bahut dukha hua hai koi baat nahi burnol lagao,hi,[]
53,found non guilty long time ago,en,[]
54,terror accused terrorists got clean chit,en,[]
55,madam agar aapki chutti khatm ho gayi ho wapas aa jaaye aapki anchoring ko miss kar rahe hai,hi,[]
56,,hi,[]
57,,hi,[]
58,burnol moment,en,[]
59,,hi,[]
60,,hi,"[{'screen_name': 'sardanarohit', 'name': 'रोहित सरदाना', 'id': '111944435'}, {'screen_name': 'amanchopra_', 'name': 'aman chopra', 'id': '1273748948'}]"
61,think issues raise every effort made bring party please continue,en,"[{'screen_name': 'incindia', 'name': 'congress', 'id': '1153045459'}]"
62,acchi philosophy hai,hi,[]
63,punchure waale bhaiya mano yaa na maano tumhari gaa fati hui hai,hi,[]
64,jai bajrang bali,in,[]
65,face tears joy face tears joy,und,[]
66,bhikaristan talk pak irada jaake bhik maangho hafiz saheed aur masood azhar ki zaroorat hai,hi,[]
67,,hi,[]
68,,hi,[]
69,face tears joy face tears joy,hi,[]
70,rt blame army blame politics nagaland mess,en,"[{'screen_name': 'itsshubhangi', 'name': 'shubhangi sharma', 'id': '1037431008'}]"
71,,und,[]
72,tikait,lv,[]
73,wish win punjab border state state needs leadership,en,[]
74,yahi chiz tumhari party ko le dub rahi hai,hi,[]
75,lekin bjp saal waala issue hai,nl,[]
76,think necessary remove kaba according logic,en,[]
77,fark ye hai usne loot paat machai aur humne kanooni ladai ladi,hi,[]
78,iska matlab pathano ka kaam hota hai dusro ghar todna aapke hisab se,hi,[]
79,ek najayas gumbaj ka dehen,hi,[]
80,,hi,[]
81,lekin fact yahi hai dost,eu,[]
82,fact aise words se bjp ke voters ko hi target karte ho,en,[]
83,thumbs thumbs,und,[]
84,face face youtube channel pe jaao,en,[]
85,kya agla number syed rizwan ahmad ka hai kya,in,[]
86,anyone convert sanatan islam subhanallah subhanallah anyone return sanatan hay allah hay allah,en,[]
87,type support see party also question casting vote bjp sin,en,[]
88,agar genius sawal hai dusri party ke supporters pe kyo laagu nahi hota,in,[]
89,yes course hypocrisy called bjp supporters kyoki andhbhakt sabhi party hai believe,en,[]
90,face tears joy face tears joy,und,[]
91,jin industrialists ko din raat gaali padti hai aur vaise bhi jab hindustan kisi ko reforms chahiye hi nahi yaa reforms aate hi rajdhani ko ek saal tak bandhak banakar rakh diya jaaye jobs ghanta create hogi,hi,[]
92,job creators yaani sarkar ki baat nahi kar raha hu industrialists ki baat kar raha hu,in,[]
93,advance,hi,[]
94,face tears joy face tears joy,und,[]
95,ab job creators ko gaali doge kya ghanta berozgari dur hogi,hi,[]
96,aur bhikaristan dono hi expert hai,in,[]
97,yaa fir jo tum log bjp supporters aur ram bhakto ko jis naam se gaaliya dete ho punture waala bhi sahi hai,hi,[]
98,logic people called madam antonia maino right,en,[]
99,bhai puncture waale ke saath gobar bhakt bhi add kar leta yaa baar dancer ke saath maut ka saudagar aur nich aadmi,hi,[]
100,haa vo alag baat hai desh pm ko bhadwa tak keh,hi,[]
101,kamal ki hypocrisy hai,in,[]
102,hmm following bjp bhakt following ok,en,[]
103,bhai puncture walla ke saath saath gobar bhakt bhi add kar de,hi,[]
104,hmm dumb kamal ki hypocrisy hai,tl,[]
105,sir aapke piche hi pad gayi,en,"[{'screen_name': 'ladyvelvet_hfq', 'name': 'hend f q', 'id': '448259967'}]"
106,rt himachal becomes first fully vaccinated state india fully vaccinates adult population,en,"[{'screen_name': 'meghbulletin', 'name': 'meghupdates🚨™', 'id': '155267079'}]"
107,expected except philosophy nothing say,en,[]
108,vaise koi madam se puche dubai kyo fine lete hai sadak block karke namaz padhne par jo yaha justify kar rahi hai,hi,[]
109,kuch bone agar apni bhadas nikalege main comment delete karunga face tears joy face tears joy ab ye sahi kar rahi hai yaa galat ye yahi jaane uighurs pe inki fatti hai,hi,[]
110,pajeet animal bestiality performed huzur born huzur father,en,[]
111,forget court would convenience police threat,en,[]
112,many meanings wait watch would convenience court threat,en,[]
113,hmm dependency allah anything total nithalla,en,[]
114,aukaat bhikaristan talking,en,[]
115,hmm pakistans old habit dusre ke kandhe pe rakhke bandook chalao khud ki aukat rs ki nahi,et,[]
116,lagta hai tu chahta tha ki tujhe jo sunne pasand ho vo hi main bolu sorry babu futuristic person,in,[]
117,way main subhas babu ka jitna bada fan hu utna bada capitalist supporter bhi hoon,tl,[]
118,let time decide,en,[]
119,ab mere bhai vo rajneeti hai better keep kyoki industrialists ko har rajnaitik party lubhati hai chahe vo pm modi ho ya cm mamata banerjee,hi,[]
120,shubh ratri aur jai shri ram ab isme kya controversial hai,hi,[]
121,nazariya badlo har chiz ki rajneeti ke nazariye se dekhne se ni chalta vo neta hai,hi,"[{'screen_name': 'narendramodi', 'name': 'narendra modi', 'id': '18839785'}]"
122,baat har jagha kya use karte hai ye matter nahi hai matter ki rajneeti hai kyoki jai shri ram humare yaha common hai jise bura lagta hai care thinks,hi,"[{'screen_name': 'narendramodi', 'name': 'narendra modi', 'id': '18839785'}]"
123,bhai teri dikkat jai shri ram hai tu mujhe se expect kar raha tha ki main mandir wahi banega wala nara dunga yaa bjp jis rajneeti pe chalti hai main vo hi baat karunga,in,[]
124,saying jai shri ram ka naam leke jise kuta hai agar use kutne ki jagha jail ke ander daalte behtar hota lekin kya use aap justify karoge ki vo chori kar raha tha yaa fir indore jise kuta tha vo ladki ched raha tha,hi,[]
125,mere bhai ye teri dikkat jai shri ram hai jo ki ek namaste ke level pe use jyada hota hai bus tu sahi se keh nahi paa raha hai,hi,[]
126,unka israel aur france ke level pe virodh kyo nahi,hi,[]
127,kya ye acche musalmano ki zimmedari nahi hai ki vo saamne aake iska virodh kare agar israel ka virodh kar sakta hai franch ka kar sakta hai jo aapke mazhad ki kabr khodne laga hue hai,hi,[]
128,yaha koi mara hai kya jo itna gisapita argument de raha agar main namaste kehta tab bhi kya yahi argument rakhta,hi,[]
129,tum kaahe sung rahe ho tumko kya sunghne ka soukh hai,hi,[]
130,course peaceful doubt mean tolarate everything happened caa forget,en,[]
131,told living delhi,en,[]
132,agar main jai shri ram ki jagha namaste kehta tab bhi tu ghisa pita sex argument deta kya kyoki sex karte time namaste bhi koi nahi bolta,et,[]
133,gaandu agar mujhe ise war cry hi banana padta main har har mahadev bolta jai shri ram yaa jai shri krishna kahe bolunga aur nahi yaha koi mara hai aur nahi koi mut raha hai many times defend hatred,hi,[]
134,problem people like seeing war cry digest verdict previous comment may months used jai shri krishna radhe radhe used jai shri ram,en,[]
135,mean could use jai shri ram inspiring someone mean copying jai shri ram common state grown seeing ram leela problem like,en,[]
136,way declare anywhere belong rss frustrated seeing jai shri ram common uttar pradesh like radhe radhe subhas babu nationalist believe concept jaise ko taisa,en,[]
137,subhas babu,in,[]
138,way social media like discuss rest indians busy daily life making career enough make someone prime minister,en,[]
139,please find alligation basis police arrest several meanings let wait watch way cry name govt govt prove concern,en,[]
140,remember slap show another side face hit,en,[]
141,basis police arrest several meanings let wait watch arrest saying shubh ratri jai shri ram,en,[]
142,sure threatened,en,[]
143,face tears joy face tears joy,und,[]
144,also accept u find allah,en,[]
145,bhai pehle aap fir humari baari,hi,[]
146,bla bla,ht,[]
147,rt india exporting defence equipment around countries india exported defence items worth rs cro,en,"[{'screen_name': 'askanshul', 'name': 'anshul saxena', 'id': '318673863'}]"
148,went xin xiang,en,[]
149,need see account riya know hindu choice support rss blame,en,[]
150,riya mohtarma yaa mohdiya aap hai hindu waseem saifi nahi hai,hi,[]
151,bla bla,ht,[]
152,yaar mujhe sabse pehle ye batao ki tum log huzur ke naam pe gardane kyo udate ho fir baad kisi chor ki pitai ka hisab maanghna,hi,[]
153,god,en,[]
154,yoo,und,[]
155,yoo,und,[]
156,allah,en,[]
157,kind information brahmin ok,en,[]
158,face tears joy face tears joy,und,[]
159,mujhe bhi allah se milna hai,hi,[]
160,way princess raise issue uighur muslims,en,[]
161,trillion dollars face tears joy face tears joy,en,[]
162,threat,en,[]
163,made kapil mishra sambit patra face tears joy face tears joy many rss member house found stones petrol bombs tahir hussain sharjeel imam killer constable ratan lal ib officer ankit saxena apni galtiya pehle gino fir dusro ka girebaan jhanko,en,[]
164,hum maante hai aur pura sanatani samaj maanta hai ab abrahamic religion ke log maante hai yaa nahi ye unka matter cares,hi,[]
165,thumbs thumbs,und,[]
166,involvement rss,en,[]
167,tahir hussain belongs rss,in,[]
168,defending theif showing muslim card koi naya card use karo ek chor ki chori ko defend karne ke liye yaa ek ladki ko chedne waale ke liye,ht,[]
169,name la illah hmm,en,[]
170,lagta hai mohtarma jaise shri ram ka naam sunte hi ravan bhaukhlata tha vaise aapki haalat bhi tight ho gayi jai shri ram folded hands folded hands,hi,[]
171,le le,fr,[]
172,believe matter mine crores hindus living boundary india except abrahamic religion followers matter,en,[]
173,think first need lesson believe concept sir tan se juda try teach others jai shri ram folded hands folded hands,en,[]
174,jaise aapke dil hazrat muhammad sahab base hai vaise hi humare dil prabhu shree ram base hai jai shri ram folded hands folded hands,hi,[]
175,shubh ratri folded hands folded hands,hi,[]
176,wait watch princess shubh ratri jai shri ram folded hands folded hands,en,[]
177,thinking passed away comparing today reaction,und,"[{'screen_name': 'sardanarohit', 'name': 'रोहित सरदाना', 'id': '111944435'}]"
178,,hi,[]
179,jai ho,hi,[]
180,,hi,[]
181,paise kitne mil rahe hai,hi,[]
182,crying face crying face,und,[]
183,way princess hafiz saheed masood azhar name terror list,en,[]
184,public terrorists list,en,[]
185,,hi,"[{'screen_name': 'reallyswara', 'name': 'swara bhasker', 'id': '1546101560'}]"
186,,hi,"[{'screen_name': 'reallyswara', 'name': 'swara bhasker', 'id': '1546101560'}]"
187,,und,[]
188,miss arya first necessary control population main reason one,en,"[{'screen_name': 'arpitaarya', 'name': 'arpita arya', 'id': '2290026666'}]"
189,correct like ajith,en,[]
190,language tongue dear jaise india vikram ko kuch non hindi states bikram kehte hai justify mistake language tongue,en,[]
191,zee hindustan ko aur kitna behtar banana hai uska roadmap mind set ho raha hai,hi,[]
192,also ashamed india talent still brain drain,en,[]
193,rt,hi,"[{'screen_name': 'varunsharma_27', 'name': 'varun sharma 🇮🇳', 'id': '1437378277589483531'}, {'screen_name': 'myogiadityanath', 'name': 'yogi adityanath', 'id': '3437532637'}]"
194,,hi,[]
195,bjp desh ke liye khatarnak hai yaa rahul gandhi ke pm banne ke khwab khatarnak,hi,[]
196,feel proud talented people work outside country,en,[]
197,sad reality,en,[]
198,,und,[]
199,itne saare cm aaye yahi sabse badi problem hai,tl,[]
200,,und,[]
201,victim card ready humesha rehta hai,en,[]
202,rt come india people get sensitive deaths palestinians justify jokes cracked godhra train traged,en,"[{'screen_name': 'pradip103', 'name': 'pradeep bhandari(प्रदीप भंडारी)🇮🇳', 'id': '340814070'}]"
203,crying face crying face,und,[]
204,kyo jagran ko ad karna hai kya yaa saal yaa din aaye hue tyohar ko din waale block se compare karna hai,hi,[]
205,bilkul hai infact humare ram mandir ki ladai guru govind singh ji ki bahut mahattpurn bhoomika rahi hai,hi,[]
206,face tears joy face tears joy,und,[]
207,abhi shuru hui hai aage aage dekho hota kya hai,hi,[]
208,beta ab apne pushtaini kam lago vo hi thik hai tumhare liye,hi,[]
209,also request make joke guru nanak sahib,en,[]
210,beloved party struggling per seat infact leader put janeu kurta,en,[]
211,mujhe lagta ye bhasha farooqi ke liye bhi sahi hai,hi,[]
212,hmm bacche ko aajkal godhra kaand aur maa sita pe comedy bhaari padi hui hai ab kya hi kar sakte hai language request underestimate freedom expression think language ok,en,[]
213,media blaming govt fault neel,en,[]
214,aur jab according u ab agar tala laga hua hai jab tala khula hua tha tab konsi bimari chalte road block karte,hi,[]
215,aisa hai google jaake search karo ki tumhare waqf board ke pass kitne ki ekad ki zameen hai aur jaake jaahil maulanao aur musalman neta se pucho kaha uska upyog kar rahe hai masjid kaha taala laga hua,hi,[]
216,oo mujhe iske baare pata nahi tha kher fir bhi evm ka vidhva vilaap fir shuru hone waala hai,hi,[]
217,come india political party seats parliament scared islamic radicals,en,[]
218,ab batao dubai waale bhaiya navratri har hafte kaha dekhne ko milti hai har hafte kaunsa ganpati visarjan hota hai,hi,[]
219,agar namaz saal yaa baar hoti ho main written guarantee dene ke liye taiyar ki koi objection nahi karunga aur rahi baat navratri ki saal din bilkul nahi hoti,hi,[]
220,confused ok,en,[]
221,yaar pehle teh karlo hota hai bitch yaa side,hi,[]
222,evm municipal corporation election,en,[]
223,people never understand language request appreciate move,en,[]
224,face tears joy face tears joy,und,[]
225,bhai babar ne mandir todke babri masjid banai thi na agar wapas babri wahi chahiye hume kaba de hum use hatakar shiv mandir banayenge,hi,[]
226,thik hai hum bana denge lekin badle hume mecca ke kaba ki jagha shiv mandir banana hai deal,hi,[]
227,deny fact fact,hi,[]
228,rt cc face tears joy loudly crying face,und,"[{'screen_name': 'marwadi99', 'name': 'maarwadi🚩🚩🚩', 'id': '2742110348'}, {'screen_name': 'khanumarfa', 'name': 'arfa khanum sherwani', 'id': '113571686'}]"
229,yaa fir kisi mandir ke parisar,hi,[]
230,kyoki mere bhai saal ke din yaa har hafte jagran hote nahi dekha hai aur jab dekha hai community hall dekha hai,hi,[]
231,well party ki ladai apni jagah hai india always first pride,en,[]
232,rt call china skip nu xi variant apologists come timeline accuse af,en,"[{'screen_name': 'priyankac19', 'name': 'priyanka chaturvedi🇮🇳', 'id': '19760270'}]"
233,foolish locals claim,en,[]
234,jaao jaake unse written proof le lo permission ki copy mere haath nahi denge naa,hi,[]
235,saal ke yaa har saptah hoti hai,hi,[]
236,aur us community ko target karke kya profit hai jo khud apne mazhad islam ko khatm karne juti hui ho,hi,[]
237,fir main hindu terror ke conspiracy jaa sakta hu kashmiri pandits ko bina wajha muslims ke bahar nikalne ka mudda bhi utha sakta hu azad maidan amar jawan jyoti ko laat maarne ka mudda bhi utha sakta hu play victim card every time,hi,[]
238,hinduwaadi sangathan baad aaye jinhone goverdhan puja ki lekin protest locals ne start kiya tha including muslim shopkeepers,hi,[]
239,waha ke muslim dukandaro ke dil khot tha jo waha khule namaz ka virodh kar rahe vaise main un sikh community ko badhai dunga hi ki jo kaam waqf board maulana nahi kar paaye vo unhone kiya hai,hi,[]
240,julus road pe nikalte hai kabhi pooja path road block karte hue dekha hai aur jab muharam road hota hai kisi ne question kiya,hi,[]
241,roads block karke jalus kab se jagran ban gaya,in,[]
242,park logo ki permission thi nahi,et,[]
243,thinking hard result zero always entertained us,und,"[{'screen_name': 'galgadot', 'name': 'gal gadot', 'id': '35031708'}, {'screen_name': 'therock', 'name': 'dwayne johnson', 'id': '250831586'}, {'screen_name': 'vancityreynolds', 'name': 'ryan reynolds', 'id': '2893511188'}]"
244,,hi,[]
245,,hi,[]
246,agar hum kal pooja archana roads pe shuru kar de subha ki ghante ki aarti aur sham ki vo bhi daily u tolarate,hi,[]
247,jaha tak mujhe pata hai road pe julus nikalte hai jagran nahi jo din ek baar hota hai comparing events daily times namaz,hi,[]
248,ye comment muharam pe bhi kar sakta hu jaha sadak pe apni pith pe dhaar daar hatiyar ka prayog karte hai compare days,hi,[]
249,local muslims bhi protest karne lage,hi,[]
250,sadak kisi sardar ki bhi nahi hai jo ek saal se rashtriye rajdhani ko gherke locals ko pareshan kare,hi,[]
251,mere aziz dost ungli tab uthti agar main muharam aur eid pe sawal karta lekin yaha prayer ki baat ho rahi hai yaani pooja paath aur namaz tyohar nahi think agar hindu muslims ki colonies block karke pooja archana karne lage,hi,[]
252,,hi,[]
253,compare day event days,hi,[]
254,dekho aisa hai namaz padhne ke liye masjid hai agar kal hum muslims colonies gherke puja paath karne lage kya accha lagega chalo eid ke din tabbhi chut hai yaa muharam pe bhi lekin saal ke din kaun tolarate karega,hi,[]
255,late happy anniversary,und,[]
256,well know better marriage function yaa barsi function fact people gathered offering namaz locals protested including muslims,en,[]
257,aap baklol ho kya,tl,[]
258,pehli baat mere aziz dost road pe jalus nikalte hai jagran nahi vo bhi din din aur namaz saal ke din,hi,[]
259,mere bhai vo side hai road ke uppar nahi,hi,[]
260,liberandus,in,[]
261,face tears joy face tears joy,und,[]
262,local authorities allowed people,en,[]
263,yaar tum sabse pehle fatf dikhao jaha tum log grey list hue pade ho,hi,[]
264,kher aajkal evidence ka zamana gaya ab bahattar hooro ki sair karne ki baari hai,hi,[]
265,un hafiz saheed ko terrorist declare kar chuka hai aur bhikaristan ko abhi tak proper saboot nahi mile kamal hai,hi,[]
266,rt burning firecrackers diwali still punishable offense,en,"[{'screen_name': 'anopenletter001', 'name': 'an open letter 😷', 'id': '950695755244695552'}]"
267,bhai sahab aisa hai sadak kisi ke baap ki personal property nahi hai namaz ki jagah masjid hai kripya waha jaake mare,hi,[]
268,horrible incident justify community take responsibilities faults everything could better aap ye keh ke kabhi nahi bhaag sakte ki usne galat kiya hai aap bhi galat kiya peace maintain sides,en,[]
269,bhai ye congressi hai ok matter ideology supports nation first priority comment always boost rss,en,[]
270,apologise defaming hindus,en,"[{'screen_name': 'digvijaya_28', 'name': 'digvijaya singh', 'id': '371730289'}]"
271,rt pok,hi,"[{'screen_name': 'brand_shivam012', 'name': 'shivam_awasthi شیوم اوستھی🇮🇳', 'id': '1042761961149095936'}]"
272,rt david headley born daood gilani one conspirators mumbai attacks rahul bhatt son filmmaker,en,"[{'screen_name': 'askanshul', 'name': 'anshul saxena', 'id': '318673863'}]"
273,rt years since sad day greatest son soil shaheed tukaram omble courage presence,en,"[{'screen_name': 'virendersehwag', 'name': 'virender sehwag', 'id': '92724677'}]"
274,sahi hai,hi,[]
275,tribute people defence forces lost lives attack every indian expect revenge unfortunately concept ek aankh ke badle dusri aankh honarable bapu stopped us take,en,[]
276,congratulations duggal sahab bhale hi humare vicharo matbhed ho lekin matbhed alag hote hai fanship alag hoti hai,hi,[]
277,want hindu state,en,[]
278,,hi,[]
279,brother time mamata banerjee broke congress make party tmc result today congress situation bengal bin paani ka lota secondly dalbadlus tmc faced anti incumbency,en,[]
280,according,hi,[]
281,,und,[]
282,,hi,[]
283,,hi,[]
284,,hi,[]
285,,hi,[]
286,way believe dawood ibrahim terrorist,en,[]
287,well explained manipur,en,"[{'screen_name': 'tejasvi_surya', 'name': 'tejasvi surya', 'id': '390677061'}]"
288,well explaination manipur,en,[]
289,taking credit chinese technology shame shame,en,[]
290,practical ground mindset totally jihadi tolerate non muslims,en,[]
291,face tears joy face tears joy,und,[]
292,deal israelis,en,[]
293,country given highest civilian award order zayad person alligated gujarat roits proved asking restrict journalist spreading islamaphobic according,en,[]
294,rt please watch mother loss shattered watching prayers sara begum folded hands medium skin tone broken heart,en,"[{'screen_name': 'shivaroor', 'name': 'shiv aroor', 'id': '139189823'}]"
295,inko sirf tweeter pe hi ladna aata hai,in,[]
296,party ko leader ki zaroorat hai pappu ki nahi,hi,[]
297,hmm kamal hai,in,[]
298,,hi,"[{'screen_name': 'iamdeepikayadav', 'name': 'deepika yadav', 'id': '1261574782535024641'}]"
299,face tears joy face tears joy,und,[]
300,dear honestly saying really need language class,en,[]
301,face tears joy face tears joy,en,[]
302,asking rally promised media meri saali ko biwi bhi bata sakti hai iska matlab ye nahi ki meri saali meri biwi hogi,hi,[]
303,tumhari community ladkiyo ko randi kehte hai shame shame,et,[]
304,pehle army ko bhaga ke dikhao waha se mamata aur channi ko pehle different nation declare karne ko bolo vo pehle karke dikhao aur kashmir burhan wani yaad hai na,hi,[]
305,gujarat yaad hai godhra kaand ke baad kya hua tha,hi,[]
306,dear kerala bjp ka sangathan kaha hai west bengal bjp ka sangathan kaha tha cm face aur tumne aaj tak vote sahi se nahi diya humne bhagaye waala credit le rahe hai,hi,[]
307,hmm listen speech properly promised distribution understand hindi anything,en,[]
308,tukde karne se pehle operation polo yaad hai kaise kutto ki tarah kasim rizwi aur nizam ko doraya tha,hi,[]
309,hmm saal raaj karne ke baad bhi punchar jod rahe ho,hi,[]
310,aur secondly sikho ko jaan deni aati hai tum saale hinduo ki kabr khodna jaa rahe picnic spot banake,hi,[]
311,aisa hai sikho ka vote tab bhi bjp ko padta hai part vote bank aur muslims desh tum log vote sahi se nahi daalte dhindora mat pito ki hum hai kyoki vote ka contribution bhi nahi hai,hi,[]
312,kahi mentioned kiya hai vo de sakte hai yaa vitran kar sakte hai hindi sahi se nahi aati kya,hi,[]
313,agar state power bhi modi hi karega cm ki kya jarurat hai cm kya credit khayenge aur agar kar bhi lete hai tumhari nazar samvidhan khatre pad jaata hai,hi,[]
314,konsi rally,ht,[]
315,hmm ab samajh aa rahi hai varna hinduo ki kabr khodna aur swastik ko hitlar jodte time nahi aa rahi thi,hi,[]
316,private companies invest kar rahi hai aur india ki trillion dollar economy hai jisme trillion dollars gati shakti lag rahe hai comparing state center kamal hai har cheez pet dard,hi,[]
317,baaki ke jo delhi ke apne causes hai uspe kaun kaam karega,hi,[]
318,matlab delhi ke cm sirf credit khane ke liye hi bane hai,hi,[]
319,hmm pm responsibility everything ok credit goes cm kamal hai,en,[]
320,hmm freebies investment thing kamal hai,en,[]
321,bhai tu pehle ye bata de isme kaha bataya hai ye lakh batenge hi,hi,[]
322,yaar khud bhi dekha hai,hi,[]
323,laakh distribution sach tha ki jhoot pehle ye bata baad dusri jagha palti maar lena,hi,[]
324,still find solution delhi ncr pollution,en,[]
325,tabhi sochu kaum ki durdasha itni kyo hui padi hai,hi,[]
326,india needs nrc,nl,[]
327,kya pata aa jaaye kuch kaha nahi jaa sakta,hi,[]
328,india ready take risk military operation pok,en,[]
329,yaar muslims ko agar problem hai pehle vo hindustan chode vote pakistan ke favor karne ke baad bhi badi besharmi se reh rahe hai aur vaise pakistan nepal philippines se kitne log uae company ke ceo hai,hi,[]
330,happy birthday princess,en,[]
331,pakistan talking democracy pm selected isi army chief,en,[]
332,kab kiye mujhe sirf rally ka naam yaa bjp ke manifesto ka page number batao main dhundloonga,tl,[]
333,yaar palti maarne se pehle bata lakh ka promise kaha kiya tha bjp ke ke manifesto ka page number hi bata,hi,[]
334,kaha bola hai bhai laakh satta aate hi dunga,hi,[]
335,ok,und,[]
336,face tears joy face tears joy constitution matlab jinhone line constitution ki sahi se padhi nahi vo sikhayege,hi,[]
337,mentioned foe want foe abusing maa sita jab islam baat aayi tab bhad gayi foe,en,[]
338,first tell saudi arabia uae allowed namaz highways secondly ask kill kashimiri hindus find name chopped kamlesh head lynched ankit saxena dalit girl gang rape vallabhgarh find,en,[]
339,le le,fr,[]
340,hmm fir kaam kaun karega uae hmm,in,[]
341,except community related terrorists right,en,[]
342,think kutaying munnawar farooqi also good move,en,[]
343,ye baat vo keh rahe hai jo aaj bhi kashmiri pandits ka genocide chupane lage hue hai,hi,[]
344,hinduo ki kabr khodna konsi sweet speech hai swastik ko fuck batana konsi sweet speech hai,tl,[]
345,loudly crying face loudly crying face happy,en,[]
346,oops,en,[]
347,ye foe waali tum logo ki bimaari hai meri bas yaad aa gaya haa tihadi asli hai lekin batla house waale jahil student jo bechare ak ki padhai kar rahe,hi,[]
348,congratulations,en,[]
349,rt folded hands,hi,"[{'screen_name': 'sheerin_sherry', 'name': 'sheerin', 'id': '998022864686075904'}]"
350,,hi,[]
351,modi ji give opportunity shaheen bagh,en,[]
352,reason india still developed anymore hide previous mistakes,en,[]
353,social problem society start reforming issue dalit maha dalit nothing history mindset secondly futuristic learn something previous mistakes make correct,en,[]
354,vo coalition karke bhi ho sakta tha jaise raja bharmal ne kiya tha aur shivaji tanaji malusare ye sadharan parivaar se jo baad chatrapati bane,hi,[]
355,hmm ji ko koi choose nahi kar raha hai isliye andh bhakt,hi,"[{'screen_name': 'rahulgandhi', 'name': 'rahul gandhi', 'id': '3171712086'}]"
356,rt chemicals used bla pulwana purchased via amazon sedition charges slapped amazon officials,en,"[{'screen_name': 'meghbulletin', 'name': 'meghupdates🚨™', 'id': '155267079'}]"
357,order abu al saud order zayad order st andrew believe google open,en,[]
