,tweet,language
55,speaking infinity forum watch,en
56,,hi
57,reviewed preparedness deal cyclone jawad including timely evacuation affected areas ensuring maintenance essential supplies various authorities standby pray everyone safety well,en
58,birthday greetings president shri ji providing inspiring leadership party working hard strengthen organisation also rich administrative legislative experience widely admired may lead long life,en
59,,hi
60,would urge young friends specially world start ups tech innovation know infinity forum take part programme rd,en
61,infinity forum interesting theme beyond name suggests set tone stakeholders think beyond conventional mindsets approaches discuss new trends spacetech greentech agritech quantum computing,en
62,friday rd december interesting programme take place mark launch infinity forum thought leadership forum focus aspects relating fintech using inclusive growth,en
63,special occasion nagaland statehood day greetings wonderful people state naga culture personifies valour humane values people nagaland making rich contributions india growth pray nagaland progress years come,en
64,raising day greetings family bsf widely respected courage professionalism force makes significant contribution towards securing india also forefront many humanitarian efforts times crisis calamities,en
65,,te
66,saddened passing away outstanding sirivennela seetharama sastry poetic brilliance versatility could seen several works made many efforts popularise telugu condolences family friends om shanti,en
67,great meeting former pm shri ji parliament today,en
68,speaking start parliament session,en
69,hanukkah sameach prime minister friendly people israel jewish people around world observing day festival lights,en
70,,iw
71,congratulations excellency petr fiala appointment prime minister czech republic look forward working enhancing india czech ties,en
72,would like applaud karyakartas worked tirelessly ground served people leadership shri biplab deb ji state government forefront many initiatives people duly blessed,en
73,people tripura given clear message prefer politics good governance would like thank unequivocal support blessings give us greater strength work welfare every person tripura,en
74,must homes arunachal pradesh kiwis delicious,en
75,india start eco system filled inspiring life journeys youngsters using entrepreneurial abilities solve persisting challenges today spoke one person mayur patil working minimise pollution,en
76,prolonged knee problem giving trouble sukh devi ji ayushman bharat changed hear say,en
77,keep getting several letters people across india appreciating ayushman bharat pm jay scheme changed countless lives spoke rajesh prajapati ji uttar pradesh got good quality treatment heart ailment,en
78,commendable effort jalaun uttar pradesh towards bringing river back life community efforts advantageous society,en
79,vibrant spirituality culture vrindavan finds resonance perth australia find,en
80,today covered diverse topics one public enthusiasm towards azadi ka amrit mahotsav across india seeing interesting efforts mark special occasion,en
81,urge ncc alumni across india enrich ncc alumni association support participation activities association government india made many efforts make ncc experience even vibrant meaningful,en
82,days back rashtra raksha samparpan parv jhansi honoured register first member ncc alumni association formation alumni association commendable effort bring together associated ncc,en
83,greetings ncc day inspired motto unity discipline ncc offers great experience youth india realise true potential contribute nation building speech year ncc rally january,en
84,,bn
85,extremely pained loss lives due road accident nadia west bengal thoughts bereaved families may injured recover earliest,en
86,tune november,en
87,grateful people kongthong kind gesture government india fully committed boosting tourism potential meghalaya yes also seen great pictures recent cherry blossom festival state looks beautiful,en
88,tune tomorrow,en
89,wonderful know known ji years someone loves learn new things decision learn japanese another step direction,en
90,,hi
91,get opportunity taste organic apples ladakh delicious,en
92,reviewed covid vaccination related situation light new variant remain vigilant focus containment ensuring increased second dose coverage would urge people continue following social distancing wear masks,en
93,birthday wishes shri ji blessed great organisation skills well administrative abilities making noteworthy efforts towards modernising coal mines sector towards boosting parliamentary productivity praying long life,en
94,based strong foundations separation powers important work together spirit collective responsibility,en
95,judiciary,hi
96,something think,en
97,,hi
98,line spirit constitution undertaking development journey core inclusion,en
99,addressing constitution day programme vigyan bhawan,en
100,,hi
101,,hi
102,,hi
103,addressing programme mark constitution day central hall,en
104,,hi
105,best wishes citizens constitution day special day sharing part dr ambedkar speech constituent assembly th november moved motion adoption draft constitution settled drafting committee,en
106,tomorrow th november marked constitution day day remember exceptional efforts greats made constitution would attending programmes tomorrow first one central hall second pm vigyan bhawan,en
107,futuristic people friendly noida airport,en
108,,hi
109,,hi
110,,hi
111,logistic,hi
112,speaking programme noida,en
113,birthday wishes tripura hardworking cm shri biplab deb ji leadership state achieving progress many spheres pray long healthy life,en
114,tomorrow th november major day india uttar pradesh strides infra creation pm foundation stone noida international airport laid project significantly boost commerce connectivity tourism,en
115,th pragati meeting today reviewed eight projects spread across ministries railways roads power petroleum worth rs crore also reviewed aspects relating poshan abhiyan,en
116,today cabinet decision benefit crore indians line commitment ensuring greater public welfare,en
117,rt gem transformed government procurement process also empowered buyers amp sellers country,en
118,,bn
119,today lachit diwas pay tributes brave lachit borphukan widely remembered torchbearer valour honour upholder splendid culture assam remained committed ideals equality justice dignity,en
120,attended defence investiture ceremonies today urge fellow citizens read conferred gallantry awards heroism inspire outstanding individuals put duty everything else india proud,en
121,birthday greetings ls speaker shri om birla ji impeccable knowledge parliamentary procedures manner conducts proceedings widely respected making noteworthy efforts raise parliamentary discourse praying long life,en
122,attended two defence investiture ceremonies rashtrapati bhavan proud conferred gallantry awards courage dedication keep motivating citizens,en
123,rt,hi
124,,hi
125,today proud day india quest become aatmanirbhar defence sector ins visakhapatnam commissioned indian navy indigenously developed strengthen security apparatus efforts towards defence modernisation continues full vigour,en
126,insightful hear inputs police officers various states contemporary security challenges made conference participative one various groups formed consisting dgsp hold discussions security related subjects,en
127,one things emphasised setting high power police technology mission look usage latest technology make policing effective citizen friendly also talked using drones starting hackathons get new tech ideas youth,en
128,two day dgp igp conference fruitful one opportunity brainstorm topmost police officials diverse issues policing national security also presented president police medal distinguished service ib personnel,en
129,took part dgp igp conference lucknow important forum extensive deliberations modernisation police set,en
130,make india make world,und
131,,hi
132,,hi
133,happy jhansi jayanti rani lakshmibai watch speech,en
134,,te
135,spoke andhra pradesh cm garu situation wake heavy rainfall parts state assured possible support centre pray everyone well safety,en
136,,hi
137,,hi
138,,hi
139,addressing public meeting mahoba,en
140,addressing nation,en
141,birthday greetings energetic cabinet colleague shri ji working strengthen legal system ensure helps poorest poor passion towards northeast progress noteworthy praying long healthy life,en
142,bow valorous rani lakshmibai jayanti special place history india bravery forgotten generations look forward jhansi later today attend programmes relating boosting india defence sector,en
143,pay tributes former prime minister smt indira gandhi ji birth anniversary,en
144,special occasion parkash purab sri guru nanak dev ji recall pious thoughts noble ideals vision compassionate inclusive society inspires us sri guru nanak dev ji emphasis serving others also motivating,en
145,proud indigenously designed developed equipments handed armed forces service chiefs foundation stone jhansi node defence corridor also laid details,en
146,programme jhansi special defence sector numerous projects launched rashtra raksha samparpan parv projects aimed boosting security apparatus making india aatmanirbhar defence sector,en
147,tomorrow th november jayanti brave rani lakshmibai special day honoured jhansi foundation stone mw ultramega solar power park laid atal ekta park also inaugurated,en
148,mahoba jhansi tomorrow th november inaugurate various development projects benefit bundelkhand region includes key projects relating overcoming problems water shortage,en
149,two requests indian pharma industry,en
150,covid brought several disruptions lifestyles coming period belong sectors whose speed scale willingness innovate high,en
151,,hi
152,,hi
153,last years transformational changes futuristic schemes led creation data pool must leveraged banking sector greater public good,en
154,india works towards becoming aatmanirbhar role banking sector important,en
155,crucial juncture growth trajectory big thinking innovative approaches absolutely essential living era investment ideas matter start ups matter,en
156,addressing global innovation summit,en
157,speaking symposium build synergy seamless credit flow economic growth,en
158,important democracies work together invest research futuristic technologies equally important strengthen cooperation intelligence cyber security,en
159,democracy digital leader india ready work partners shared prosperity security planet five key transitions taking place india today major impact development journey,en
160,addressing sydney dialogue,en
161,around tomorrow th november delivering keynote address sydney dialogue forum focuses new avenues technology leveraged good planet,en
162,important cabinet decision take fruits technology aspirational districts across five states contribute social empowerment,en
163,good road network brings several benefits today cabinet decision pertaining expanding roads network enhance rural development help remote areas northeast well areas affected left wing extremism,en
164,,hi
165,one nation one legislative platform technological boost,hi
166,,hi
167,,hi
168,addressing india presiding officers conference,en
169,doctor heart always great gesture colleague,en
170,,hi
171,,hi
172,,hi
173,glimpses airshow sultanpur,en
174,seamless connectivity greater comfort purvanchal expressway transform eastern economic progress across region,en
175,inaugurating purvanchal expressway,en
176,addressing programme mark audit diwas,en
177,tomorrow special day uttar pradesh growth trajectory pm purvanchal expressway inaugurated project brings multiple benefits economic social progress,en
178,tomorrow would taking part programme mark first audit diwas audit diwas seeks highlight rich contributions cag boost transparency good governance,en
179,glimpses today janjatiya gaurav divas mahasammelan bhopal,hi
180,redeveloped rani kamalapati railway station bhopal endeavour ensure proper facilities citizens transform vital railways sector,en
181,,hi
182,,hi
183,,hi
184,,hi
185,,hi
186,improving railways infrastructure bhopal,en
187,addressing janjatiya gaurav divas mahasammelan bhopal,hi
188,government india committed everything possible protect celebrate glorious tribal culture,en
189,bhagwan birsa munda countless freedom fighters fought freedom people take decisions empower weak also spoke social evils,en
190,special th november marking janjatiya gaurav divas statehood day jharkhand azadi ka amrit mahotsav,en
191,india marks janjatiya gaurav divas today recall great bhagwan birsa munda reiterate commitment ensuring even greater progress tribal communities,en
192,,mr
193,,mr
194,,mr
195,india pays tributes bhagwan birsa munda,en
196,shivshahir babasaheb purandare live due extensive works sad hour thoughts family countless admirers om shanti,en
197,shivshahir babasaheb purandare witty wise rich knowledge indian history honour interacting closely years months back addressed centenary year programme,en
198,pained beyond words demise shivshahir babasaheb purandare leaves major void world history culture thanks coming generations get connected chhatrapati shivaji maharaj works also remembered,en
199,,hi
200,,hi
201,pm tomorrow th november redeveloped rani kamalapati railway station dedicated nation initiatives relating railways sector also inaugurated benefit people madhya pradesh,en
202,,hi
203,,hi
204,like mark th august th january gandhi jayanti sardar patel jayanti shall mark th november jayanti bhagwan birsa munda janjatiya gaurav diwas day celebrate glorious tribal culture contribution national development,en
205,increase number shgs tripura great sign,en
206,since last years northeast received utmost priority decisions relating northeast made plush rooms delhi made ground level feedback people,en
207,people tripura gave historic mandate enabled pioneering transformations state,en
208,fulfilling aspirations people tripura,en
209,pm today first instalment pradhan mantri awaas yojana gramin pmay g would given lakh beneficiaries tripura give big impetus towards empowering people state,en
210,tributes pandit jawaharlal nehru ji birth anniversary,en
211,met us congressional delegation led senator consisting senators congressmen appreciated support constructive role us congress deepening india us partnership,en
212,delight meet insightful interaction several subjects highlighted india efforts towards strengthening fight covid economic reforms undertaken last months,en
213,strongly condemn attack assam rifles convoy manipur pay homage soldiers family members martyred today sacrifice never forgotten thoughts bereaved families hour sadness,en
214,,bn
215,shri biren kumar basak belongs nadia west bengal reputed weaver depicts different aspects indian history culture sarees interaction padma awardees presented something greatly cherish,en
216,want hear possible themes topics month take place th contribute mygov namo app record message,en
217,ensuring last mile financial inclusion digital empowerment,en
218,moving towards one nation one ombudsman system line investors first commitment,en
219,government india committed boosting financial inclusion ease access ease investment banking sector reforms,en
220,grievance redressal system vital democracy two rbi schemes launched today make grievance redressal systems even effective,en
221,speaking launch two customer centric initiatives rbi,en
222,tomorrow th november two innovative customer centric initiatives rbi would launched rbi retail direct scheme reserve bank integrated ombudsman scheme schemes benefit several citizens,en
223,dulari devi ji among conferred talented artist hails madhubani bihar informal interaction awardees ceremony presented artwork humbled gesture gratitude,en
224,mind goes back many interactions shri anand shankar pandya ji delight hear several anecdotes interactions great freedom fighters insights issues spoke family expressed condolences demise om shanti,en
225,shri anand shankar pandya ji prolific author public intellectual wrote extensively history public policy spirituality passionate india growth active vhp worked selflessly towards social service saddened demise,en
226,greetings nagaland cm shri birthday may almighty bless long healthy life service people,en
227,bow courageous onake obavva special occasion jayanti one ever forget courage fought hard protect people culture inspires us symbol nari shakti,en
228,,kn
229,tributes maulana abul kalam azad jayanti pathbreaking thinker intellectual role freedom struggle inspiring passionate education sector worked brotherhood society,en
230,acharya kripalani forefront india freedom struggle bapu leadership great vision nation worked fulfil mp made immense contributions towards environmental protection social empowerment remembering jayanti,en
231,wonderful news thank wholeheartedly welcome usa strengthen alliance shared quest harnessing solar energy sustainable planet,en
232,,hi
233,,hi
234,congratulations wining medals president cup poland people india proud stupendous performance best wishes athletes future endeavours,en
235,congratulations shivani anju divya radhika nisha winning medals wrestling championships belgrade performance special contribute wrestling becoming even popular across india,en
236,congratulations conferred two ceremonies held today made pioneering contributions across diverse sectors done great service humanity,en
237,,hi
238,,hi
239,glimpses ceremony held evening,en
240,attended padma awards ceremony earlier evening congratulations conferred,en
241,delighted beautiful srinagar joins creative cities network uccn special mention craft folk art fitting recognition vibrant cultural ethos srinagar congratulations people jammu kashmir,en
242,,hi
243,,hi
244,,hi
245,,hi
246,environment enterprise agriculture arts science social service public administration cinema recipients come diverse backgrounds would urge know awardees get inspired,en
247,attended first padma award ceremonies years felt extremely happy see grassroots level achievers recognised exemplary efforts public good congratulations conferred,en
248,addressing programme infra modernisation pandharpur,en
249,called advani ji wished birthday,en
250,birthday greetings respected advani ji praying long healthy life nation remains indebted numerous efforts towards empowering people enhancing cultural pride also widely respected scholarly pursuits rich intellect,en
251,,ta
252,spoke tamil nadu cm thiru discussed situation wake heavy rainfall parts state assured possible support centre rescue relief work pray everyone well safety,en
253,attended national executive meeting along party colleagues across country fruitful discussions ways serve people,en
254,lay foundation stone four laning sections shri sant dnyaneshawar maharaj palkhi marg shri sant tukaram maharaj palkhi marg dedicated walkways palkhis constructed benefit pilgrims various road projects also inaugurated,en
255,pandharpur special place hearts minds many temple draws people sections society india pm tomorrow th november join programme relating upgrading pandharpur infra needs,en
256,well done akash congratulations prestigious medal world boxing championships success motivate younger boxers excel wishing best future endeavours,en
257,,mr
258,anguished loss lives due fire hospital ahmednagar maharashtra condolences bereaved families may injured recover earliest,en
259,wonderful meet shri sc jamir former cm nagaland respected statesman exchanged views several issues also fond memories working briefly served governor gujarat back,en
260,best wishes everyone auspicious occasion bhai dooj,und
261,words enough justice monumental contribution great adi shankaracharya towards preserving culture kedarnath today honour dedicating nation shri adi shankaracharya samadhi,en
262,prayed kedarnath morning,en
263,making divine kedarnath even vibrant pilgrim friendly,hi
264,,hi
265,,hi
266,,hi
267,years ago kedarnath witnessed horrific natural calamity time questions raised whether kedarnath rise powered collective spirit kedarnath glory restored,en
268,speaking kedarnath watch,en
269,,gu
270,thank dear friend wonderful greetings wishing happy diwali,en
271,,hi
272,,hi
273,,hi
274,honour meeting baldev singh ji basant singh ji courageously helped forces protected country young age,en
275,armed forces represent india diversity collective spirit crore indians forces known utmost professionalism also forefront helping people times crisis forces synonymous trust,en
276,feel privileged got spend diwali brave soldiers nowshera prime minister member family glimpses,en
277,brave troops nowshera,en
278,wishing everyone happy diwali,hi
279,,hi
280,vaccine remains best way defeat covid take vaccination drive next level districts must also look micro strategies address local lacunae,en
281,review meet districts covid vaccination could pick pace,en
282,wonderful see many old friends person long time meet new ones thankful host pm also scottish people warm hospitality beautiful glasgow,en
283,departing glasgow two days intense discussions future planet india exceeded paris commitments also set ambitious agenda next years,en
284,productive build back better world b w session hosted,en
285,excellent meeting summit discussed wide range subjects including ways strengthen global efforts towards overcoming climate change,en
286,glad met yet pm fruitful talks boosting india israel friendship sectors research innovation futuristic technologies sectors critical empowering youngsters,en
287,,iw
288,productive discussion pm multiple aspects india nepal friendship subjects relating fighting global pandemic furthering sustainable development key parts bilateral friendship,en
289,,ne
290,wonderful meeting president talks give new vigour friendship india ukraine,en
291,,uk
292,speaking session accelerating clean technology innovation deployment,en
293,speaking launch infrastructure resilient island states initiative,en
294,india panchamrut power fight climate change,en
295,one word movement life,en
296,glimpse india track record sustainable development,en
297,world taken note india large economy delivered paris commitments letter spirit,en
298,brief te te summit yesterday,fr
299,met chancellor alexander schallenberg summit yesterday discussed ways scale india austria cooperation,en
300,delighted get opportunity meet friend president chan santokhi suriname nation india deep rooted cultural linkages may recall mentioned oath taking ceremony one programmes,en
301,happy met glasgow fruitful interaction rome highlighted speech yesterday india always strengthen effort sustainable development,en
302,indeed shall continue working together stronger bilateral ties better planet people india deeply value friendship israel,en
303,greetings everyone special occasion dhanteras,und
304,never dull moment meeting one,en
305,met pm glasgow important keep working together sustainable development rightly highlighted threat climate change himalayan region,en
306,rome glasgow interactions chancellor merkel continue,en
307,happy met glasgow president,en
308,always delight interact prince wales passion towards caring environment outstanding forefront many efforts sustainable development great meeting glasgow,en
309,met pm sidelines summit glasgow got opportunity talk different subjects including mitigating climate change,en
310,delivering national statement summit glasgow,en
311,summit offers wonderful opportunity interact various world leaders short delivering national statement summit,en
312,addressing summit glasgow,en
313,addressing summit shortly shall elaborate india vision efforts overcome climate change,en
314,thank dear friend australia recognition india covaxin important step forward post covid partnership india australia,en
315,heartiest felicitations victory lower house elections japan look forward working together strengthen special strategic global partnership peace prosperity indo pacific region beyond,en
316,,te
317,greetings sisters brothers andhra pradesh state formation day people ap known skills determination tenacity successful many fields may people ap always happy healthy successful,en
318,,ml
319,kerala piravi day greetings people kerala kerala widely admired picturesque surroundings industrious nature people may people kerala succeed various endeavours,en
320,,kn
321,best wishes special occasion karnataka rajyotsava karnataka made special mark due innovative zeal people state forefront outstanding research enterprise may karnataka scale newer heights success times come,en
322,,hi
323,,hi
324,,hi
325,landed glasgow joining summit look forward working world leaders mitigating climate change articulating india efforts regard,en
326,leaving glasgow fruitful summit rome summit able elaborate deliberations issues global importance fighting pandemic improving health infrastructure boosting economic cooperation furthering innovation,en
327,glad met president earlier today discussed existing areas india indonesia cooperation new spheres countries work together benefit citizens entire planet,en
328,senang bisa bertemu presiden lebih awal hari ini membahas bidang bidang kerja sama india indonesia yang ada dan bidang bidang baru di mana negara negara kita dapat bekerja sama untuk kepentingan warga negara kita dan seluruh planet ini,in
329,chancellor merkel made immense contribution strengthening indo german relations delighted meet today long time rome wide ranging fruitful conversation,en
330,bundeskanzlerin merkel hat einen gro en beitrag zur st rkung der deutsch indischen beziehungen geleistet ich habe mich sehr gefreut sie heute nach langer zeit rom zu treffen und ein umfassendes und produktives gespr ch zu f hren,de
331,,hi
332,fully agree calling upon take part innovative competitions,en
333,encantado de conocerle el pg nuestra conversaciones de hoy reforzar n la robusta amistad entre india espa hemos mantenido conversaciones fruct feras sobre diversos temas incluyendo el comercio la tecnolog el medio ambiente,es
334,delighted meet mr today talks add strength robust friendship india spain fruitful discussions diverse subjects including commerce technology environment,en
335,joined leaders rome beautiful trevi fountain,en
336,birthday wishes ministerial colleague shri ji spearheading india strides achieving port led development well boosting shipping sector also making efforts popularise traditional forms medicine praying long life,en
337,death anniversary paying tributes india former prime minister smt indira gandhi ji,en
338,collective efforts great impact national development whenever undertake effort let us think strengthen efforts national transformation,en
339,,hi
340,today india pays homage sardar patel whose life devoted furthering national progress unity integration,en
341,tribute great sardar patel,en
342,remarks highlighted aspects relating india contributions global fight covid vision one earth one health furthering innovation healthcare need resilient global supply chains leveraging technology human empowerment,en
343,today proceedings extensive productive took part various sessions participated bilateral meetings also met several leaders sidelines summit deliberations important nations work together global good,en
344,ravi de rencontrer mon ami le pr sident rome nos discussions ont port sur le renforcement de la coop ration dans divers domaines et sur la stimulation des relations entre les peuples,fr
345,delighted meet friend president rome talks revolved around enhancing cooperation diverse areas boosting people people relations,en
346,excellent meeting pm ways scale friendship india singapore talks focused trade culture subjects,en
347,summit rome world leaders,en
348,warm meeting pope francis opportunity discuss wide range issues also invited visit india,en
349,special occasion thevar jayanthi recall rich contributions illustrious pasumpon muthuramalinga thevar extremely brave kind hearted devoted life public welfare social justice made many efforts welfare farmers workers,en
350,glimpses community interaction rome,en
351,rome last evening great interaction members indian diaspora italy studying india developed close bond nation years wonderful hear views diverse topics,en
352,well done manipur keep good work leveraging strength msme sector order state progress,en
353,glad met pm mario draghi rome talked ways strengthen friendship india italy great potential scale economic linkages cultural cooperation us work together towards environment friendly planet,en
354,c un potenziale immenso per incrementare le relazioni economiche la cooperazione culturale e per lavorare insieme per un pianeta pi attento ambiente,it
355,felice di aver incontrato il primo ministro mario draghi roma abbiamo discusso lungo su come rafforzare l amicizia tra l india e l italia,it
356,,kn
357,cruel twist fate snatched away us prolific talented actor puneeth rajkumar age go coming generations remember fondly works wonderful personality condolences family admirers om shanti,en
358,rome opportunity pay homage mahatma gandhi whose ideals give courage inspiration millions globally,en
359,roma ho avuto l opportunit di rendere omaggio al mahatma gandhi cui ideali sono fonte di coraggio e ispirazione per milioni di persone tutto il mondo,it
360,wonderful meeting president charles michel wide ranging talks deepening india eu friendship particularly areas trade commerce culture environment,en
361,landed rome take part summit important forum deliberate key global issues also look forward programmes visit rome,en
362,atterrato roma per partecipare al summit un forum importante per deliberare su significative questioni globali sono impaziente di partecipare anche agli altri programmi previsti nel corso della mia visita roma,it
363,next days would rome vatican city glasgow attend important multilateral gatherings like would also various bilateral community related programmes visit,en
364,attended th asean india summit today exchanged views asean partners regional global issues india values strategic partnership asean commemorate years asean india partnership decided celebrate india asean friendship year,en
365,addressing india asean summit,en
366,india remains committed strengthening respect shared values multilateralism rules based international order international law sovereignty territorial integrity nations look forward participating th asean india summit tomorrow,en
367,participated th east asia summit hosted brunei video conference affirmed india focus free open inclusive indo pacific principle asean centrality region,en
368,,hi
369,,hi
370,mallikarjunaiah ji toiled life selfless hard work popularise bjp karnataka read know inspiring bjp worker kamal pushp module namo app,en
371,freedom fighter uttarakhand pandit devendra shastri ji beacon principled politics life know selfless soul kamal pushp module namo app,en
372,namo app interesting section known kamal pushp gives opportunity share know inspiring party karyakartas jana sangh days present toiled popularise ideology contribute enrich section,en
373,blessings people got opportunity serve across several states centre key reason behind trust people stellar role played generations karyakartas devoted lives party nation building,en
374,heartiest congratulations president shavkat mirziyoyev victory election confident india uzbekistan strategic partnership continue strengthen second term best wishes friendly people uzbekistan,en
375,three pillars ayushman bharat health infrastructure mission,en
376,,hi
377,ayushman bharat health infrastructure mission addresses one major shortcomings health sector inability fully cater rural areas poor well middle class,en
378,,hi
379,establishment medical college ramps entire healthcare eco system area benefits innumerable,en
380,diagnosis disease one go big city consulting doctor one go big city treatment cure major ailments one go big city system acceptable us hence worked improve rural health infra,en
381,,hi
382,,hi
383,landmark day india healthcare sector watch kashi,en
384,addressing public meeting siddharthnagar,en
385,leaving siddharthnagar varanasi today india largest scheme scale health infrastructure launched various medical colleges along key development works inaugurated,en
386,festive season forget go vocal local support indian artisans craftspeople entrepreneurs,en
387,bhagwan birsa munda lives hearts minds crores indians paid tributes today urge read rich contributions tribal communities freedom struggle,en
388,around india many cleanliness initiatives deserve praise highlighted efforts today,en
389,burden rules regulations harnessing public good india embracing drone technology way never seen,en
390,gladdening see women joining police forces highlighted topic today hope number increases even,en
391,ever thought writing song furthers national unity furthers spirit patriotism penning lori interest good making colourful rangolis three exciting competitions begin st october,en
392,day today th october thought sharing examples india contributions un women empowerment peacekeeping environmental consciousness miss iconic words atal ji spoke back,en
393,crore vaccinations big number behind number countless anecdotes health workers going extra mile make drive success spoke poonam nautiyal ji uttarakhand vaccinated several people remote areas,en
394,october hear live,en
395,rt hear today,en
396,birthday greetings minister shri known many years seen hard work days young karyakarta present working improve sporting standards furthering youth empowerment praying long life,en
397,th birth anniversary remembering versatile rk laxman cartoons beautifully conveyed socio political realities times sharing speech released book timeless laxman,en
398,dense forests arunachal pradesh icy heights himalayas himveers answered nation call utmost dedication humanitarian work times disasters noteworthy greetings itbp personnel raising day,en
399,interaction vaccine manufacturers emphasised need proper institutionalising processes rolling vaccine prepared coming times especially strengthening india health infrastructure,en
400,india drawn widespread acclaim vaccination drive successful without efforts dynamic vaccine manufacturers opportunity meet today excellent interaction,en
401,tune tomorrow th october,en
402,,hi
403,food processing fisheries centre state government undertaking many efforts benefitting people goa,en
404,years goa characterised political instability slowed development process last decade trend changed starting work done friend late shri manohar parrikar ji goa scaled impressive heights progress,en
405,conventionally goa associated sun sand natural beauty tourism goa shown new model development based foundations trust collective spirit,en
406,interacting beneficiaries aatmanirbhar bharat swayampurna goa programme,en
407,thank president azali assoumani warm wishes india crossing historic billion vaccine milestone india remains committed work comoros collaborative vision sagar security growth region,en
408,thank pm ji kind wishes india resolute standing together nepal jointly combating pandemic may enduring civilizational ties continue grow strengthen,en
409,tomorrow rd october interact beneficiaries aatmanirbhar bharat swayampurna goa programme innovative effort ensure fruits development reach intended beneficiaries,en
