,tweet,language,mentions
42,petrol price mar petrol price oct bitcoin price mar bitcoin price oct last six months petrol performed better bitcoin face tears joy,en,[]
43,petrol price crosses mark first time history happened places rajasthan madhya pradesh cities might follow soon,en,[]
44,visiting biggest hindu temple africa watch vlog,en,[]
45,nowadays trolls become lazy made mistake video posted correction within mins uploading video days later trolls read correction comment repost pretending discovered thodi toh mehnat khud se karo matlab face tears joy backhand index pointing,en,[]
46,facebook officially renamed meta,en,[]
47,one important issues ignored indian media watch video,en,[]
48,explained whole sequence events video,en,[]
49,aryan khan finally granted bail high court hand kiran gosavi detained mumbai police mumbai police initiates investigation sameer wankhede,en,[]
50,multiple incidents violence happened,en,[]
51,world becoming living example eye eye makes whole world blind backhand index pointing,en,[]
52,million special q amp video watch,en,[]
53,rt spirit cricket sprit human beings let ppl fool,en,"[{'screen_name': 'irfanpathan', 'name': 'irfan pathan', 'id': '1288050427'}]"
54,superpower fake news face tears joy,en,[]
55,haan bhai abhi abhi khidki par aya tha superman mujhe paisa dene usne mujhe warn bhi kiya tha ki aditya neeche khada dekh lega yeh paise dete hue toh badi problem ho jayegi mujhe sunni chahiye thi uski sad,hi,[]
56,course ended boycotting marvel understand difference even star anchor shows picture avengers talking superman face tears joy face tears joy,en,[]
57,one favorite tv anchors started trend getting offended latest edition superman comic,en,[]
58,believe andh bhakts boycotting superman yesterday even joking,en,[]
59,bangladesh durga puja violence singhu border attack watch video,en,[]
60,next video bangladesh durga puja attacks lakhbir singh singhu border attack releasing tonight,en,[]
61,coincidentally one favorite achaar fabindia always make sure stock felt cute might delete free promotion later let enjoy dawat e khas face savoring food,en,[]
62,andh bhakts hate leftists cancel culture also andh bhakts boycott fabindia ban unacademy boycott tanishq boycott zomato ban swiggy boycott netflix boycott amazon ban surf excel ban virat kohli boycott srk boycott bollywood boycott,en,[]
63,rt everyone hates religious bigotry bigotry starts come religion becomes say anything,en,"[{'screen_name': 'vimoh', 'name': 'vimoh ⚡', 'id': '3336'}]"
64,normal indians happy diwali safe prosperous diwali grinning face big eyes andh bhakts dare sirf humare festivals hi milte hai safe kehne ko aur prosperous wala liberal gyan bahut hua ab toh hindu khatre mein hai abhi ruk twitter par rona shuru karta hun face symbols mouth,in,[]
65,detailed video rise fall air india watch,en,[]
66,global hunger index fake press freedom index wrong global democracy index biased global happiness index anti national environment protection index leftist conspiracy ease business index correct,en,[]
67,international report shows bad performance ye toh conspiracy hai modiji ke western countries biased amp jealous modiji face symbols mouth international report shows good performance wah look everyone praising modiji modiji ne desh ka naam ucha kiya star struck,en,[]
68,kind argument also countries dictators countries people beheaded minor offences also countries drugs decriminalized kal ko taliban ya north korea ko bhi cite karoge kya justification ke liye,en,[]
69,sharing secrets learn principles techniques use producing editing high quality videos special course graphy hour interactive live class th october join sounds interesting smiley backhand index pointing,en,[]
70,hindutva boys obsessed saving savarkar image know single freedom fighter truly call everyone bhagat singh gandhi bose lal bahadur shashtri secular use religion politics,en,[]
71,coal shortage india china watch video,en,[]
72,happened lakhimpur case till watch video,en,[]
73,today news amitabh bachchan terminated contract pan masala brand great job clapping hands hope celebrities also,en,[]
74,pandora papers explained watch video,en,[]
75,full story till watch,en,[]
76,exactly,en,[]
77,shameless celebrities already multi millionaires yet resist endorsing cancer point rich influential still dirty work,en,[]
78,special vlog meeting masai tribe africa exploring lifestyle culture watch,en,[]
79,clearest video lakhimpur kheri incident yet farmers walking peacefully car violently comes runs shocking,en,[]
80,rt,hi,"[{'screen_name': 'ranvijaylive', 'name': 'ranvijay singh', 'id': '3306712843'}]"
81,shocking footage,en,[]
82,new video latest happenings watch,en,[]
83,thanks abhishek smiley,en,[]
84,rt thank much wonderful video bhaiya folded hands medium light skin tone folded hands medium light skin tone,en,"[{'screen_name': 'ravidahiya60', 'name': 'ravi kumar dahiya', 'id': '1423925614235447296'}, {'screen_name': 'dhruv_rathee', 'name': 'dhruv rathee 🇮🇳', 'id': '730520573701443584'}]"
85,people farmers protest wear bhindranwale shirt farmers khalistanis whole protest anti national face symbols mouth half bjp supporters trend support godse praise godse bjp supporters nationalist deshbhakts zany face,en,[]
86,inspiring life story right village watch ground report,en,"[{'screen_name': 'ravidahiya60', 'name': 'ravi kumar dahiya', 'id': '1423925614235447296'}]"
87,union minister son allegedly kills protesting farmers running car godi media slightly smiling face shushing face zipper mouth face g drugs found cruise ship srk son godi media pouting face face symbols mouth face symbols mouth,en,[]
88,rt shahrukh khan son caught allegedly partying drugs bigger news central minister son allegedly mowing,en,"[{'screen_name': 'rohini_sgh', 'name': 'rohini singh', 'id': '267861878'}]"
89,special thanks trolls roasters also giving constant free publicity people got access quality educational content feat achieved quicker expected,en,[]
90,reached million subscribers youtube today big thank folded hands,en,[]
91,mahatma gandhi try save bhagat singh special episode watch video,en,[]
92,new ground report coming right akhada haryana village olympic champion winking face releasing tomorrow probably smiley,en,[]
93,ideas watch,en,[]
94,new ground report africa cleanest country along horrifying history watch video,en,[]
95,new vlog kenya kenya watch,en,[]
96,new detailed video emergency period watch,en,[]
97,one well animated detailed mini documentaries watch video,en,[]
98,rt arnab goswami intelligence sources loudly crying face,en,"[{'screen_name': 'zoo_bear', 'name': 'mohammed zubair', 'id': '935142655213703168'}]"
99,secret organization cleaning india ground report goes deep work done watch video,en,"[{'screen_name': 'vrikshit', 'name': 'vrikshit foundation ®', 'id': '1130039606403977216'}]"
100,india income tax watch new video,en,[]
101,iphone go update ios software update finally fixes bug pegasus spyware exploited spy people,en,[]
102,news channel north korean propaganda tv,en,[]
103,rt marketing career spanning two decades never newspaper marketing deptt produced advertisement fo,en,"[{'screen_name': 'chetna_sundaram', 'name': 'chetna katyall sundaram🇮🇳', 'id': '104206819'}]"
104,cell wants believe newspaper hires designers design ads behalf companies governments face tears joy nice try defending feku master blaming newspaper,en,[]
105,front page ad ajay singh bisht pictures development stolen west bengal face tears joy,en,[]
106,link full video,en,[]
107,hinduism vs hindutva explained perfectly must watch interview,en,"[{'screen_name': 'devduttmyth', 'name': 'devdutt pattanaik', 'id': '108577950'}]"
108,petrol price amp oil bonds excuse explained watch video,en,[]
109,visiting sadar bazaar rwanda new vlog,en,[]
110,rt save pic next generation,en,"[{'screen_name': 'aniltalwar2', 'name': 'anil talwar🇮🇳', 'id': '66618412'}]"
111,correct,en,[]
112,hello africa wants see daily vlogging african trip globe showing europe africa,en,[]
113,rt beautiful young india waking questions wrote history amp truly heart war,en,"[{'screen_name': 'ashajadeja325', 'name': 'asha jadeja motwani 🇮🇳🇺🇸', 'id': '44699176'}]"
114,link,en,[]
115,released one longest detailed videos yet savarkar partition go watch,en,[]
116,drink alcohol eat meat fascist sympathizers act surprised continuously supported ideology hell bent taking away personal freedoms want full control eat wear watch read marry etc,en,[]
117,final episode series communism captialism socialism watch video,en,[]
118,rt let debunk old rw propaganda class th history social science ncert chapters class th history nce,en,"[{'screen_name': 'advaidism', 'name': 'advaid അദ്വൈത്', 'id': '77490131'}]"
119,extremist hate monger called yati used get crazy level support bjp leaders bjp supporters till time spreading hate religions people today turned spoke bjp women backhand index pointing,en,[]
120,rt ias,hi,"[{'screen_name': 'roflgandhi_', 'name': 'rofl gandhi 2.0 🚜🏹', 'id': '115887279'}]"
121,neeraj chopra bajrang punia deserve another medal showing courage openly talk unity brotherhood times red heart,en,[]
122,worlds expensive currency watch video,en,[]
123,tight slap people using neeraj spreading communal hateful agenda,en,[]
124,rt umar khalid case court today face rolling eyes,en,"[{'screen_name': 'pencilashan', 'name': 'pencilashan', 'id': '1968256520'}]"
125,know india actually definition farmer learn history laws farming episode maha bharat listen,en,[]
126,ache din aane wale hai india superpower overtake usa china soon modi good choice least modi better taliban want cheap petrol press conferences go afghanistan,en,[]
127,face tears joy face tears joy,en,[]
128,pakistan defines good taliban bad taliban watch video,en,[]
129,new video taliban takeover afghanistan watch,en,[]
130,taliban completely captured afghanistan afghanistan president afghanistan run away another country really taliban rise power explain video backhand index pointing,en,[]
131,independence day special video mini documentary partition watch,en,[]
132,video almost mini documentary kargil war enjoy smiley watch,en,[]
133,congratulations messi joining psg party popper,fr,[]
134,second episode must say turned one best edited videos produced till watch video,en,[]
135,literal calls genocide given openly faces people visible clearly identity fraud baba instigates known videos taliban like extremists publicly available yet nothing happens yahi hai modi ka new india,en,[]
136,ready second episode gems india coming soon guess city india hint name city starts j,en,[]
137,first gold medal india tokyo olympics congratulations red heart india,en,[]
138,great decision modi govt rename rajiv gandhi khel ratna award major dhyan chand khel ratna award hope rename narendra modi stadium jaitley stadium also remove politician names,en,[]
139,new video legendary history indian hockey watch,en,[]
140,congratulations lovlina bronze fire red heart,en,[]
141,wah expressing opinions based personal observations indian law kyun kuch bhi challenge show case booked someone spreading pro bjp fake news show delete old tweet,en,"[{'screen_name': 'ghaziabadpolice', 'name': 'ghaziabad police', 'id': '1456464504'}]"
142,new video assam mizoram border issue watch,en,[]
143,rt oh snap face tears joy face tears joy,en,"[{'screen_name': 'cryptic_miind', 'name': 'nimo tai 2.0', 'id': '734387593815560193'}]"
144,bihar cm nitish kumar also demands investigation pegasus scandal long modi govt keep ignoring,en,[]
145,seems like whole gang thrives hatred even moment celebration joy wanted hate something everyday twitter anyways seeing joy happiness really makes uncomfortable end,en,[]
146,course deleted tweet within mins soon realized used quote context feed hate want destroy atmosphere happiness amp celebration today late hate campaign already started cont,en,[]
147,next thing know troll accounts saying paid bollywood naukar shah rukh khan troll websites like poopindia writing articles deleted tweet face tears joy cont,en,[]
148,today outraging deleted tweet harmless tweet said movie like chak de india would probably motivated children take hockey aaand took context say definitely crediting srk success team cont,en,[]
149,rw twitter excessively obsessed jealous unbelievable sharing context clips videos misquoting statements outraging something said outraging say something every week story,en,[]
150,thank odisha govt massively promoting hockey odisha govt replaced sahara sponsor indian hockey teams also developed world class facilities hosted multiple tournaments,en,"[{'screen_name': 'naveen_odisha', 'name': 'naveen patnaik', 'id': '3489768920'}]"
151,congratulations indian hockey team creating history years best luck semi finals fire,en,[]
152,check mark button bjp meghalaya beef good cow slaughter allowed check mark button bjp uttar pradesh beef bad cow slaughter banned,en,[]
153,rt kerala records crimes crime rate high kerala records accidents accident rate high kerala records suicides,en,"[{'screen_name': 'varghesekgeorge', 'name': 'varghese k george', 'id': '300837591'}]"
154,common states kerala west bengal punjab j amp k hint lot time amp money spent constantly defame states people adhere particular ideology today seems like mizoram next target,en,[]
155,shameless bjp supporters defame world renowned virologist promote fake agenda agar koi factual counter nahi hai toh chup raho embarrass,en,[]
156,since last days cell running nice little campaign defame kerala model praise uttar pradesh model covid instead easy debunk nonsense read real facts opinion virologists backhand index pointing,en,[]
157,new video inspiring story mirabai chanu watch video,en,[]
158,west bengal becomes first state india announce investigation pegasus scandal commission inquiry headed ex supreme court judge mb lokur folded hands,en,[]
159,pegasus scandal explained full details watch video,en,[]
160,rt star olympian super mum mary kom little message winking face red heart follow live blog ht,en,"[{'screen_name': 'olympics', 'name': 'olympics', 'id': '52422878'}]"
161,excited announce presence graphy get chance learn best creators free would one mentors apply,en,[]
162,imagine making people understand concept interfering people personal life choices,en,[]
163,credit card new explainer video credit cards watch,en,[]
164,kal ko constipation hoga tab bhi dhruv rathee ko blame karna wanted take away video would copyright strike trust really want videos stay youtube stupidity visible everyone learn take responsibility content face blowing kiss,en,[]
165,occasion launch new video space tourism race watch,en,[]
166,reuters guardian bbc news new york times edward snowden die zeit germany le monde france haaretz israel proceso mexico direkt hungary even french agencies sab ke sab jhoote hai bas humare dear modiji sahi hai modi supporters,en,[]
167,international bezati modi govt become monthly affair modi supporters run excuses defend manage say foreign conspiracy every time ab toh aakhne khol lo least backhand index pointing,en,[]
168,full history afghanistan watch video,en,[]
169,factual basis suggest use twitter tweeting factual basis suggest use whatsapp messaging factual basis suggest use car driving,en,[]
170,wah aaj tak journalists praise modi day amp night social media nothing happens soon tweets criticizing modi company suddenly remembers rules fires,en,[]
171,smiling face smiling eyes folded hands,und,[]
172,seen video highly recommend start one inspirational video treeman haryana,en,[]
173,big thank trolls amp roasters free publicity every month trend name twitter free many new people discover channel start loving educational content welcome new comers folded hands,en,[]
174,treeman haryana watch first episode gems india,en,[]
175,danish showed us ground reality migrant crisis delhi riots corona crisis communalism work exposed criminals wanted keep crimes hidden public thanks got hardcore evidence truly missed folded hands,en,[]
176,school drop became nobel prize winner new video legend folded hands watch video,en,[]
177,finallyy long overdue new series launching saturday youtube backhand index pointing backhand index pointing,en,[]
178,saying ravi intentionally mere coincidence also unfortunate trend often seen many families bill people might encouraged female foeticide get son unless strong ways prevent,en,[]
179,yes,und,[]
180,half story children daughters son pics seems youngest one son typical story many families keep children get son shows bill increase female foeticide,en,[]
181,crazy australian politician masks vaccines praising yogi model face tears joy read thread,en,[]
182,big problem religious conversions india explore based hard facts data watch,en,[]
183,rt difference gets arrested joke even crack arrested making,en,"[{'screen_name': 'teamsaath', 'name': 'team saath official🤝', 'id': '1327215237699919878'}, {'screen_name': 'munawar0018', 'name': 'munawar faruqui', 'id': '217722834'}]"
184,youtuber karl rock single handedly promoted tourism india millions people imagine blacklisted indian govt without giving reason,en,[]
185,new video cabinet reshuffle good bad watch,en,[]
186,rt saddened amp disturbed death year old human rights defender father prolonged,en,"[{'screen_name': 'unhumanrights', 'name': 'un human rights', 'id': '69231187'}]"
187,uapa conviction rate means almost everyone arrested law innocent people like stan swamy suffer die stupid law tool harass opposing voices like rowlatt act british raj uapa,en,[]
188,new video extreme heatwave canada temperature almost touched c watch,en,[]
189,new video potential third wave watch,en,[]
190,face tears joy face tears joy,und,[]
191,finally got first dose vaccine today moderna anyone wondering nice coincidence smiley,en,[]
192,tibetans allowed protest peacefully ccp govt scared ccp,en,[]
193,feel free suggest topics smiley,en,[]
194,world first country make bitcoin legal tender watch video,en,[]
195,people consider important problems life marrying women community religious conversion ppl religion khatre mein hai people give priority unemployment climate change environment one,en,[]
196,congrats deserve thumbs,en,[]
197,twitter fb insta modi govt harasses companies like yr old angry bully wonder every startup see immediately moves offices singapore dubai soon companies simply want take risk business india,en,[]
198,today parts canada reporting temperatures hotter delhi climate change impact worst backhand index pointing backhand index pointing,en,[]
199,new video swami vivekananda watch,ht,[]
200,twitter vs modi govt watch video,en,[]
201,whenever bjp accounts twitter outrage something completely ignore wait days high chance something fake pre planned natak happened backhand index pointing backhand index pointing,en,[]
202,upload twitter facebook video bollywood song video would taken copyright every social media user knows india minister thinks agenda twitter face tears joy,en,[]
203,one best quality videos made till date watch,en,[]
204,new ground report releasing tomorrow every video try best take quality next level one would hopefully surpass expectations turned amazingly well smiley,en,[]
205,whole system heavily favors people already wealth instead favoring hard working people one might say providing free basic needs everyone giving interest free loans grants needy people helps level playing field slightly,en,[]
206,true however rags riches stories rare extremely hard someone rise top manage basic needs whereas next impossible someone loads inherited wealth lose unless something really stupid,en,[]
207,money begets money purely capitalist society gets exponentially easier make money money easier gets everything stock markets real estate investment favors someone starting capital struggle,en,[]
208,last part especially aditya birla group request give mine start initiative lab made diamonds,en,"[{'screen_name': 'adityabirlagrp', 'name': 'aditya birla group', 'id': '51983734'}]"
209,full story buxwaha forest watch video,en,[]
210,thank kerala high court,en,[]
211,meeting german football team watch new vlog,en,[]
212,rt trust takes putting brave face endorsing book condenses ten years work something tha,en,"[{'screen_name': 'thetoonguy', 'name': 'green humour', 'id': '281982261'}]"
213,iz bizness backhand index pointing,en,[]
214,smiley,en,[]
215,new vlog borders countries part former yugoslavia watch,en,[]
216,twitter biased twitter leftist conspiracy western companies target nationalist accounts proof trick george soros excuse could used played victim card like people smiling face tear,en,[]
217,even million followers enough get blue tick face tears joy backhand index pointing,en,[]
218,list countries twitter banned north korea china iran turkmenistan nigeria anyone wants india added list big disservice nation downgrading india level countries,en,[]
219,uttar pradesh feel free spread fake news pro bjp nothing happen system defend make unintentional mistake news bjp harassed amp booked matter even apologize amp correct,en,[]
220,first time life watching match stadium france vs germany happening release vlog later smiley,en,[]
221,account shared photoshopped images suspended thank,en,[]
222,photoshopped images never tweeted anything like fact never used single abusive word videos tweets posts ever since joined social media low haters fall,en,[]
223,never said nepo kid stop thinking binary point address privilege broader context make statement srk clearly said case may may impacted career,en,[]
224,story one year later watch video,en,[]
225,lakshadweep backhand index pointing right sedition case filed filmmaker aisha sultana criticizing praful patel backhand index pointing right response bjp leaders party workers lakshadweep resigned party,en,[]
226,look extent people question govt threatened instagram done also organized troll network conducts raids mass abusing targeted people spam comment section amp inbox worst possible threats,en,[]
227,kind hashtag half liberals women mean hate matlab logic kahan hai face tears joy,en,[]
228,mystery mehul choksi watch new video,en,[]
229,also original humari population khatre mein hai whatsapp forward,en,[]
230,visited museum berlin today credit chori koi inse seekhe seekhe inse backhand index pointing grinning face sweat,en,[]
231,thanks opposition leaders people supreme court pressurizing finally govt done long time ago,en,[]
232,new video india latest gdp data watch,en,[]
233,dogecoin vs bitcoin watch new video,en,[]
234,epic face tears joy face tears joy,en,[]
235,would happen watch video,en,[]
236,personal details leaked dominos air india data breaches know video protect watch,en,[]
237,rt facebook ne mujhe bye bye kar diya hai telegram pe join kar lo mitroon kal kya pata ka,tl,"[{'screen_name': 'thepeeinghuman', 'name': 'official peeinghuman', 'id': '4858072134'}]"
238,give follow amazing job unique informative graphics india disappointing often get credited work,en,"[{'screen_name': 'indiainpixels', 'name': 'india in pixels', 'id': '1124090383657361408'}]"
239,lakshadweep danger watch video,en,[]
240,repeating said prepared worst case scenario always know use vpn teach family members friends,en,[]
241,need know black fungus white fungus video collaboration india top virologist dr gagandeep kang watch video,en,[]
242,twitter job marking fake news fake news fascists got irritated embarrassed sent puppet police raid twitter offices,en,[]
243,yaar itni jalti kyun hai tum logon ki har video par ek cool dikhne walla comment zaroor marna hai video bina dekhe face tears joy,hi,[]
244,israel palestine unite one country watch,en,[]
245,includes bjp ruled states also letting modi glorified personality steal credit everything ideally want political pics removed know modi never agree remove pics cornered amp pressured like,en,[]
246,would ethical thing would also mean would one counter pm cheap publicity attempts give free hand future repeat tactics needs see level playing field,en,[]
247,jharkhand chhattisgarh cm replaced pm modi pic vaccine certificate suggest chief ministers states pm modi voluntarily agrees remove pic exploit publicity teach lesson,en,[]
248,special video raja ram mohan roy birthday today watch,en,[]
249,visit twitter day saw glycerin trending need guess must happened face tears joy,en,[]
250,rt thanks mentioning looking peace region committed social solid,en,"[{'screen_name': 'iraup2', 'name': 'ira up', 'id': '1385058590591832065'}, {'screen_name': 'dhruv_rathee', 'name': 'dhruv rathee 🇮🇳', 'id': '730520573701443584'}, {'screen_name': 'inreunification', 'name': 'indian reunification association (ira)', 'id': '1092924614479613952'}]"
251,new video akhand bharat watch,en,[]
252,humbled toh theek hai sir mana karo unhe wasting milk good,en,[]
253,one article alt news enough destroy complete propaganda factory cell godi media wonder jealous alt news face tears joy,en,[]
254,rt disgusting bjp amp ecosystem using biggest pandemic last century score political points comparative,en,"[{'screen_name': 'zoo_bear', 'name': 'mohammed zubair', 'id': '935142655213703168'}]"
255,congrats bjp aaj russia ki baari hai tumhari bezati karne ki,fi,[]
256,india given fair diplomatic balanced statement violence israel palestine supported palestine cause come shock andh bhakts think brains opinions based pure hatred others,en,[]
257,rt,hi,"[{'screen_name': 'ajitanjum', 'name': 'ajit anjum', 'id': '102646919'}, {'screen_name': 'dhruv_rathee', 'name': 'dhruv rathee 🇮🇳', 'id': '730520573701443584'}]"
258,rt pr speaks open debate middle east india expresses strong condemnation acts,en,"[{'screen_name': 'indiaunnewyork', 'name': 'india at un, ny', 'id': '2558019330'}, {'screen_name': 'ambtstirumurti', 'name': 'pr/amb t s tirumurti', 'id': '969531174468059137'}]"
259,complete history israel palestine issue watch,en,[]
260,delhi police arrested people making poster modi coward backhand index pointing backhand index pointing,en,[]
261,link video,en,[]
262,twitter trolls sharing context clip latest video intentionally twisting said stumble upon watch full video understand full context hard debunk nonsense,en,[]
263,new video israel palestine issue watch,en,[]
264,america became worlds powerful country watch video,en,[]
265,complex take time,en,[]
266,israeli forces hamas firing rockets common people dying sides indians blindly choosing sides complex conflict thirsting blood reality tv show going man facepalming light skin tone,en,[]
267,rt face grieving nation tragedies unfolding around us continued attempt push falsehood pro,en,"[{'screen_name': 'prashantkishor', 'name': 'prashant kishor', 'id': '964875685872525313'}]"
268,wow photography allowed central vista someone really insecure mess created,en,[]
269,internationally renowned guardian newspaper criticizing modi someone uttar pradesh created website called daily guardian post news praising modi face tears joy face tears joy,en,[]
270,elections blockchain work watch new video,en,[]
271,essential work progress vs,en,[]
272,breaking supreme court orders modi govt supply mt oxygen delhi everyday also upheld high court order supply mt oxygen karnataka modi govt completely failed supplying sufficient oxygen states amp looking excuses,en,[]
273,best vaccine watch video,en,[]
274,people saying fact checking way whitewash violence bengal matlab want enrage peope sharing fake gory photos amp videos want anyone tell fake means real agenda incite violence,en,[]
275,joke oximeters cows,en,[]
276,new video kangana amp west bengal violence watch,en,[]
277,rt,hi,"[{'screen_name': 'abhisar_sharma', 'name': 'abhisar sharma', 'id': '56627441'}]"
278,finally kangana account suspended twitter inciting violence also praising encouraging genocide,en,[]
279,backhand index pointing right bjp workers attacked houses burnt killed backhand index pointing right tmc workers killed backhand index pointing right cpim houses also attacked bjp fans online talking one side story regardless mamata held responsible failed law amp order failure,en,[]
280,new video bengal results watch,en,[]
281,poor arnab goswami opened whole new tv channel bengali help masters election even disappeared channel election result coverage today,en,[]
282,marked,en,[]
283,series events backhand index pointing,en,[]
284,opposition party helped foreign embassies get oxygen cylinders external affairs minister whining like yr old child could save supreme leader image,en,[]
285,today delhi high court gave warning modi govt either supply mt allocated oxygen delhi face contempt court reality delhi needs mt modi govt even provide promised mt backhand index pointing,en,[]
286,suresh srivastava ramesh diwakar kesar singh gangwar lal bahadur maurya names another bjp mla blamed lack icu space lal bahadur maurya death gangwar son blamed govt healthcare system father death,en,[]
287,past days least bjp mlas bjp general district secretary died uttar pradesh covid imagine bad situation common people,en,[]
288,rt l,hi,"[{'screen_name': 'suryapsingh_ias', 'name': 'surya pratap singh ias rtd.', 'id': '2790106286'}]"
289,rt madhya pradesh maharashtra got oxygen asked delhi getting less oxygen asked hc,en,"[{'screen_name': 'pti_news', 'name': 'press trust of india', 'id': '245687754'}]"
290,great suggestion sonu sood govts support families lost sole earners thumbs,en,[]
291,rt need replacement plasma donor max hospital saket new delhi blood group donor sufficient please share,en,"[{'screen_name': 'soberrajat', 'name': 'rajat', 'id': '747797845026082816'}]"
292,govt lie even small things big deal accept crashed overload everyone visited website knows overloaded stopped working small time people problems getting otps,en,[]
293,international reaction india crisis watch video,en,[]
294,proof points backhand index pointing,en,[]
295,yogi adityanath model shamelessly lie hospitals shortage oxygen fake death count amp cases threaten hospitals lying oxygen shortage threaten people nsa amp property seizing cm gunda,en,[]
296,rt trigger warning death,en,"[{'screen_name': 'notmanoj_', 'name': 'manoj mehta', 'id': '1047060245472796673'}]"
297,one shameless biggest liars,en,[]
298,rt oh look dear trolls govt asking lower price vaccine well hope swamp tl lectures ec,en,"[{'screen_name': 'faroutakhtar', 'name': 'farhan akhtar', 'id': '97865628'}]"
299,p v backhand index pointing,en,[]
300,rt run monthly sip rs lakhs bit calling everyone donate covid effort,en,"[{'screen_name': 'rustapharian', 'name': 'gaurav rastogi', 'id': '1111504034181976064'}]"
301,doubt responsible oxygen crisis read state govts even get surplus oxygen without approval modi govt shameless people still keep blaming state govts blindly backhand index pointing,en,[]
302,international media job indian media backhand index pointing backhand index pointing,en,[]
303,hahaha bjp cell started copy pasting tweets opposing ideology defame copy pasting tweets strategy face tears joy,en,[]
304,tweets removed twitter order modi govt see anything wrong backhand index pointing backhand index pointing,en,[]
